tic,ch,dltt,ebit,emp,fatd,tie
FTV,1205.2,4987.4,1206.5,25,,
UGHL,0.022,0,-0.904,0.013,,
VI.,,,,,,
VIU.,,,,,,
PPEVF,0,0,-0.132,,,
BLBX,0.021,0.067,-1.005,0.003,,
SENS,95.938,14.742,-130.662,0.191,,
DJD,,,,,,
NANR,,,,,,
AGR,178,6835,1009,6.609,,
OCX,22.072,4.581,-22.239,0.033,,
NISN,3.453,1.824,1.932,0.142,,
ARSEF,1.449,0,-0.241,,,
AZRE,130.04,1197.582,86.56,0.605,,
SCWX,181.838,24.669,-52.174,2.663,,
JPEU,,,,,,
DYB,,,,,,
DYLS,,,,,,
IMOM,,,,,,
BBU,1986,22365,2069,67.03,,
ACIA,36.617,15.726,37.127,0.431,,
NTNX,396.678,458.91,-598.152,5.34,,
HRI,33,2351.3,248.2,5.1,,
GSM,94.852,538.931,-166.63,3.462,,
ABILF,0.433,0.179,-7.585,0.014,,
PTI,25.008,12.043,-61.154,0.045,,
LVHD,,,,,,
APTCF,0.173,0.177,-1.229,,,
LBLTF,0.016,0.903,-0.586,,,
SSRM,503.647,173.115,118.595,1.484,,
LEAD,,,,,,
EUMF,,,,,,
JNMF,,,,,,
DDLS,,,,,,
DDWM,,,,,,
DEFA,,,,,,
TRHC,42.478,247.311,-23.633,1.286,,
SBPH,28.709,21.939,-33.021,0.03,,
SUPV,146.157,51.211,298.518,5.019,,583.109
BNPUF,0,598.973,-380.157,0.191,,
CLSD,22.595,4.716,-30.304,0.033,,
HCN.,,,,,,
XITK,,,,,,
DFFN,14.178,0.136,-11.551,0.01,,
DFND,,,,,,
GARD,,,,,,
GCP,325,368.1,91.7,2,,
OTLK,8.016,3.416,-25.029,0.014,,
PYF.,,,,,,
BETRF,2.028,3.504,-6.813,0.007,,
HBG.,,,,,,
RLB.,,,,,,
RXE.,,,,,,
RLD.,,,,,,
RLE.,,,,,,
EMDV,,,,,,
TCMD,22.77,15.134,11.646,0.629,,
CDEV,,1060.743,80.286,0.195,,
MBRX,10.735,0.276,-17.524,0.016,,
EDIT,238.183,23.277,-140.922,0.208,,
PGLA,3.658,0,-1.494,0.009,,
PTRUF,0.256,1.013,-32.959,0.016,,
EXRTF,10.188,10.089,-7.13,0.036,,
RETA,664.324,161.999,-160.822,0.22,,
CRVS,5.154,2.31,-48.854,0.053,,
ZLD.,,,,,,
ZLH.,,,,,,
GTO,,,,,,
TVIPF,0.467,0,-1.533,0.002,,
SRTS,8.1,1.116,-1.968,0.053,,
TRX,3.389,0,-27.285,0.034,,
CRTD,0.012,0.202,-7.217,,,
PTIX,0.799,0.279,-2.086,,,
FUT,,,,,,
DUC,,,,,,
FAIL,,,,,,
GCOW,,,,,,
PUTW,,,,,,
JSMD,,,,,,
JSML,,,,,,
VIGI,,,,,,
VYMI,,,,,,
FGB.,,,,,,
GSEU,,,,,,
GSJY,,,,,,
AIFM,0.088,0,-0.487,0.008,,
CRRTF,9.268,1.19,4.968,0.068,,
SHE,,,,,,
ESVIF,,1591.047,29.053,5.155,,
ATKR,123.415,845.317,228.608,3.9,,
IVES,,,,,,
GAMR,,,,,,
DWIN.1,,,,,,
VXLLF,0.083,0.011,-1.143,,,
NRIS,0.158,2.7,-2.827,,,
FVC,,,,,,
PSET,,,,,,
PY,,,,,,
CEZ,,,,,,
MGP,202.101,4645.31,528.386,0.004,,
EIGR,39.373,31.71,-68.904,0.024,,
JHME,,,,,,
JHMI,,,,,,
JHMS,,,,,,
JHMU,,,,,,
JHMA,,,,,,
ZEST,0.406,0.931,-9.807,0.036,,
TTP.,,,,,,
THU.,,,,,,
TPU.,,,,,,
THE.,,,,,,
TPE.,,,,,,
TDB.,,,,,,
MCBS,270.496,75.605,71.196,0.208,,22.238
NGVT,56.5,1265.1,307.6,1.85,,
YIN,30.089,4.43,37.124,2.975,,
MHIVF,11.838,1019.536,65.495,0.027,,
RESE,,,,,,
IQDG,,,,,,
ENIC,313.439,2280.58,1077.664,2.142,,
HXH.,,,,,,
XML.,,,,,,
XMY.,,,,,,
XMS.,,,,,,
AGHC,0.754,1.415,-2.949,0.052,,
NTLA,57.226,12.63,-106.368,0.27,,
RFAP,,,,,,
RFDI,,,,,,
RFEU,,,,,,
EMTL,,,,,,
STOT,,,,,,
CATH,,,,,,
BATRK,142,495,-39,,,
FWONK,587,5677,-35,,,
LMCA.CM,1222,15911,1579,6.753,,
MKB.,,,,,,
MGB.,,,,,,
MFT.,,,,,,
MUB.,,,,,,
EGY,45.917,21.371,25.235,0.111,,
IBUY,,,,,,
HXQ.,,,,,,
SDG,,,,,,
FG,969,542,600,0.352,,
WFIG,,,,,,
WFHY,,,,,,
SFIG,,,,,,
SFHY,,,,,,
BFST,89.371,121.2,46.673,0.355,,23.269
BALY,182.581,696.815,125.613,4.831,,
HMMR,0.097,0,-0.41,0.022,,
ZOM,0.511,0,-19.784,0.028,,
MILN,,,,,,
PLSE,6.899,6.719,-47.954,0.082,,
COBAF,0.275,0,-2.117,,,
BFIT,,,,,,
AGNG,,,,,,
AGGP,,,,,,
AGGE,,,,,,
AAVVF,13.099,297.895,18.899,0.038,,
CAN.,,,,,,
JPME,,,,,,
NH,5.243,217.188,-26.211,0.398,,
FAAR,,,,,,
COE,49.253,3.381,-15.447,2.193,,
IGPFF,5.113,1.735,-1.055,,,
FPR.,,,,,,
FLB.,,,,,,
ZLE.,,,,,,
IGRO,,,,,,
ZDGE,1.609,0,-2.887,0.053,,
ADNT,924,3708,164,83,,
HHDS,75.404,93.501,-0.098,0.01,,
APVO,12.448,3.327,-42.596,0.08,,
UAVS,0.718,0,-2.359,0.01,,
EPRF,,,,,,
BPRN,12.032,15.04,19.235,0.178,,18.266
SELB,89.893,0,-52.455,0.039,,
KNTNF,21.612,5.665,40.266,,,
TWLO,253.66,606.136,-354.072,2.905,,
ACIU,199.88,1.872,45.984,0.132,,
VVV,159,1327,381,7.9,,
JOSMF,4.043,8.399,-40.904,0.027,,
FLQD,,,,,,
FLQH,,,,,,
FLQE,,,,,,
FLQG,,,,,,
JELD,225.962,1615.552,226.928,23.3,,
PI,66.898,69.784,-21.661,0.272,,
RFDA,,,,,,
RFFC,,,,,,
SYRS,41.441,24.639,-77.741,0.083,,
HGV,67,1397,327,9.11,,
PK,346,4131,409,0.488,,
SPDN,,,,,,
OLD,,,,,,
ORG,,,,,,
SLIM,,,,,,
ADME,,,,,,
KDMN,139.597,19.759,-89.08,0.115,,
LN,1999.893,1729.886,-358.83,6.998,,
ESGS,,,,,,
ESGN,,,,,,
ESGW,,,,,,
RFUN,,,,,,
RFCI,,,,,,
CNYA,,,,,,
RFEM,,,,,,
TORXF,209.861,120.884,176.915,0.927,,
FALN,,,,,,
HYXF,,,,,,
KIDS,70.777,26.13,-8.34,0.094,,
MKC.,,,,,,
MUS.,,,,,,
VVL.,,,,,,
VMO.,,,,,,
VVO.,,,,,,
VLQ.,,,,,,
TPIC,70.282,241.771,38.732,13.3,,
GOLF,34.184,364.838,188.307,5.213,,
SMPL,266.341,190.259,83.949,0.15,,
SOAN,0.1,0,-0.316,,,
ACBM,0.001,0,-0.442,0.001,,
CTO.,0.16,1.687,1.087,,,
APHE,0,0.113,-0.863,0.001,,
XTH,,,,,,
XWEB,,,,,,
HONE,24.464,118.039,54.337,0.675,,45.722
ESGD,,,,,,
ESGE,,,,,,
MNP,,,,,,
TLND,177.075,154.742,-58.524,1.219,,
CEO.H,0.019,0,-0.053,,,
AA,879,1899,894,13.8,,
BVS,64.52,202.491,37.846,,,
RNDB,4.371,21.927,10.96,0.217,,7.398
KNSL,100.408,16.744,76.051,0.275,,
YETI,72.515,323.915,91.846,0.79,,
SCAP,,,,,,
KRMA,,,,,,
FHB,360.375,244.41,514.794,2.1,,105.29
PTGX,33.006,15.755,-80.521,0.073,,
WCFB,5.126,18.5,1.264,,,1.339
ESG,,,,,,
ESGG,,,,,,
XOG,32.382,1572.943,-1362.071,0.323,,
RAHGF,6.912,0.265,-0.624,0.042,,
EYLD,,,,,,
MULG,0.104,1.856,3.08,,,
DQI.,,,,,,
EHE.,,,,,,
IQD.,,,,,,
HID.,,,,,,
DQD.,,,,,,
DGR.,,,,,,
AZRX,0.176,0,-14.353,0.01,,
PRNT,,,,,,
AIRG,13.197,0,0.38,0.126,,
INSW,89.671,608.698,55.506,1.666,,
HRAA.,,,,,,
MDGL,46.697,0.361,-94.972,0.029,,
EUFL,,,,,,
LVHI,,,,,,
RWWDF,0.001,0,-0.888,,,
ATOM,14.871,0,-13.625,0.017,,
NLS,11.07,33.053,-26.536,0.434,,
CAPS,0.058,2.704,-0.762,,,
RCKY,15.518,1.158,21.36,1.929,,
SITC,16.08,1846.338,169.502,0.361,,
CHK,6,9098,-31,2.3,,
SGA,44.034,10,22.573,1.002,,
CREE,500.5,469.1,22.5,5.319,,
LKSDQ,105,574,-12,20,,
DFIN,17.2,353.9,77,2.9,,
CTGL,0.018,0.008,-1.836,0.003,,
LIVN,61.137,306.357,103.73,4,,
SHASF,20.078,226.615,13.705,0.012,,
CRY,33.766,237.904,20.13,1.2,,
UEIC,74.302,15.639,20.249,4.347,,
AMR,212.793,571.347,-30.073,4.36,,
AGN,2503.3,18562.6,1516.1,17.4,,
BKN,,,,,,
IIM,,,,,,
NMGX,0.217,0.259,-1.031,0.012,,
VMM,,,,,,
VFL,,,,,,
BTEC,,,,,,
GENY,,,,,,
FBK,48.806,212.038,177.14,1.399,,56.501
EVBG,531.575,442.105,-46.928,0.948,,
ELS,28.86,2321.675,342.124,4.2,,
JHB,,,,,,
HDMV,,,,,,
HUSV,,,,,,
TTD,130.876,174.873,112.196,1.31,,
UBCP,5.697,23.669,11.662,0.132,,6.123
NOVN,13.711,30.1,-29.81,0.042,,
RELV,1.631,0.103,-0.56,0.091,,
ELF,46.167,137.327,23.968,0.217,,
SCON,0.713,0.004,-9.288,0.026,,
HUM,4054,5299,3239,46,,
FLMMF,13.753,0.012,-27.692,0.066,,
SDON,0,0,-0.02,0,,
GSUM,3.621,29.022,-76.886,0.929,,
AVID,69.085,227.161,32.982,1.429,,
INTU,2116,386,1855,9.4,,
HALL,53.336,122.261,4.378,0.486,,
SCVL,61.899,194.108,54.209,5.1,,
TENX,4.906,0.061,-8.555,0.01,,
CSTR,17.726,12.451,45.768,0.289,,23.799
ATMS,0.002,0.103,-0.168,0,,
NMT,,,,,,
NMY,,,,,,
NPV,,,,,,
ALG,42.311,434.13,99.839,4.27,,
DDF,,,,,,
MCHP,401,8968.1,743,18,,
BOMN,16.029,65.755,-12.187,0.138,,
HGR.,,,,,,
CHS,63.972,598.422,-9.273,17.1,,
AEMD,9.604,0.043,-5.93,0.008,,
GBIL,,,,,,
MXU.,,,,,,
8135A,104.3,2999.5,76.4,7.1,,
MWD.,,,,,,
YBGJ.1,0.001,0,-0.029,0,,
MEU.,,,,,,
FLGT,11.965,2.256,-0.027,0.139,,
BANF,222.043,32.424,229.146,1.948,,54.736
AMRN,644.588,9.443,-24.279,0.965,,
SMMV,,,,,,
CB,1537,14470,5198,33,,
ZPAS,0.021,0,-0.817,,,
TRZBF,564.844,0,-24.658,5.18,,
BOTZ,,,,,,
FINX,,,,,,
SNSR,,,,,,
7534B,87.246,1978.714,143.261,0,,
ASIX,7.05,396.055,82.817,1.52,,
DZSI,28.747,37.187,-0.204,0.789,,
EOSS,0.296,0.012,1.109,0.009,,
FBE.,,,,,,
FBU.,,,,,,
COUP,268.045,588.102,-69.825,1.693,,
OBLN,14.055,0.567,-22.131,0.034,,
MRAM,14.487,8.989,-13.63,0.088,,
NORZF,2.452,0.049,-15.765,,,
POLA,2.84,2.437,-3.982,,,
ATXG,0.532,1.392,-0.864,0.152,,
BSCQ,,,,,,
BSJO,,,,,,
IBDR,,,,,,
JPHF,,,,,,
NUAG,,,,,,
FDVV,,,,,,
FDLO,,,,,,
FVAL,,,,,,
FDRR,,,,,,
FQAL,,,,,,
FDMO,,,,,,
TDSGF,0.019,0,-1.053,,,
JPHY,,,,,,
CRSP,943.771,44.05,46.74,0.304,,
FOSL,200.218,467.485,17.866,10.2,,
BPYU,197.829,15286.816,485.069,,,
MVT,,,,,,
FTXD,,,,,,
FTXG,,,,,,
FTXH,,,,,,
FTXL,,,,,,
SANM,454.741,346.971,304.354,43,,
FTXN,,,,,,
FTXO,,,,,,
HSH.,,,,,,
HTH.,,,,,,
RPF.,,,,,,
RIG.,,,,,,
TCBK,92.816,84.772,170.994,1.184,,15.375
RQJ.,,,,,,
RQK.,,,,,,
CWS,,,,,,
FTXR,,,,,,
ATR,241.97,1140.729,395.594,14,,
ORLY,40.406,5545.824,1920.726,81.223,,
RCL,243.738,9015.751,2111.305,85.4,,
HWM,1648,5100,1769,41.7,,
AVNT,864.7,1253.7,228.5,5.6,,
JBL,1163.343,2121.284,779.967,200,,
ANIK,157.463,21.367,37.496,0.154,,
FLLV,,,,,,
RGA,1449,3449,1334,3.188,,
PSC,,,,,,
VRIG,,,,,,
GILT,74.778,7.258,23.014,0.864,,
NTZ,44.662,67.492,-26.522,4.615,,
AZN,5369,16217,1258,70.6,,
GABC,59.971,150.581,98.204,0.817,,31.249
PGSVY,40.6,792.2,71.5,1.256,,
TWI,66.799,460.709,-25.738,6.2,,
NOM,,,,,,
PMO,,,,,,
ECNCF,67.083,580.586,103.322,0.57,,
CDW,154,3414.3,1136.6,9.9,,
HR,0.657,1502.089,72.373,0.297,,
AKR,15.845,1405.286,66.136,0.118,,
OILK,,,,,,
TTAC,,,,,,
SPE,,,,,,
RIG,1790,9253,-94,5.9,,
SKT,16.672,1661.01,115.349,0.636,,
FTK,100.575,17.131,-75.175,0.174,,
ALL,338,7217,6671,46.29,,
FCEF,,,,,,
PTEEF,1.504,5.702,-0.163,,,
MCEF,,,,,,
SNES,1.936,0.831,-10.287,0.038,,
IRTC,20.462,118.737,-54.755,0.997,,
GTYH,8.374,5.122,-42.27,0.408,,
PLYA,20.931,976.766,31.878,12,,
FDL.,,,,,,
LINK,5.812,0.066,-0.214,,,
LGF.A,318.2,2812.5,77.3,1.443,,
OFIX,69.719,24.732,25.336,1.055,,
SPNS,66.295,102.244,40.798,2.959,,
MAGS,34.531,2.515,6.039,0.421,,
RORE,,,,,,
PZZA,27.911,480.216,80.613,16.5,,
TGAFF,0,115.06,46.681,0.584,,
VCV,,,,,,
VPV,,,,,,
THRM,50.443,84.875,97.503,11.726,,
BBSI,44.57,21.613,50.488,127.085,,
FLCO,,,,,,
SHZ.,,,,,,
SEMFF,127.495,19.772,145.293,1.235,,
BL,120.232,394.949,-28.233,1.055,,
MYOV,76.644,124.696,-259.287,0.214,,
ZTO,756.887,72.447,728.844,19.009,,
SUBCY,397.7,460.2,77.9,,,
LBYYQ,48.918,424.039,35.18,5.872,,
VAH.,,,,,,
RARX,264.992,3.438,-101.879,0.089,,
NMS,,,,,,
GDS,834.545,2231.688,68.904,1.087,,
FLIR,284.592,648.419,340.941,4.265,,
TMRR.1,0,0,0,,,
CIGI,114.993,836.405,246.729,15.25,,
WAYN,21.422,20,9.968,,,3.626
YUMC,1046,1829,852,450,,
VEH.,,,,,,
GRWG,12.979,6.049,2.14,0.205,,
SHLOQ,14.32,248.695,17.189,3.6,,
YPF,1103.972,7683.411,-332.06,22.932,,
BCTF,4.496,0,6.392,0.057,,4.82
SIM,394.795,0,130.776,4.201,,
PALT,3.427,0.583,-1.855,0.024,,
CRTG,0.058,0.121,-1.567,0.007,,
CGEAF,556.504,3382.258,627.215,2.485,,
BCO,311,1773.2,255.7,64.6,,
HWF.,,,,,,
BUFF,,,,,,
MSD,,,,,,
MUA,,,,,,
PFC,46.254,109.646,84.339,0.699,,25.435
CPT,23.184,2539.099,246.465,1.65,,
VCF,,,,,,
MHE,,,,,,
ISENF,6.587,0.142,-2.172,,,
SHI,1069.897,1.521,167.549,8.878,,
AWF,,,,,,
RHUHF,24.701,0,94.04,2.2,,
IIPR,82.244,135.856,29.781,0.013,,
TLFA,15.905,10.655,-0.044,0.578,,
MCRI,60.539,190.212,39.86,2.3,,
INOD,10.874,6.731,-0.077,3.64,,
CNDT,496,1693,27,67,,
EEMX,,,,,,
EFAX,,,,,,
BLDP,147.792,17.306,-25.828,0.703,,
EQR,45.753,8368.29,977.285,2.7,,
BWA,832,1741,1228,29,,
FLL,28.851,123.458,6.224,1.585,,
BNC.,,,,,,
SPTN,24.172,949.554,77.366,17.2,,
BFS,13.905,1048.293,106.714,0.116,,
PRP.,,,,,,
MVIN,,,,,,
WINA,25.13,28.551,43.131,0.098,,
PFGC,14.7,1331.8,295.1,18,,
LW,1364,3137.2,614.9,7.7,,
ROYL,1.031,0.231,-3.727,0.014,,
THRSF,1.467,9.034,0.558,0.626,,
PCM,,,,,,
ARWR,221.805,0,61.19,0.134,,
TCTL,,,,,,
ACSI,,,,,,
FTEK,10.914,0.68,-7.488,0.082,,
CLDB,8.448,25.002,14.798,0.164,,5.554
SFEF,9.8,126.109,11.891,0.002,,
CS,105191.04,135591.219,15476.286,47.86,,
KOF,1086.392,3148.844,1429.896,82.186,,
JAGGF,10.924,0.969,5.121,1.141,,
RFI,,,,,,
ESGF,,,,,,
ESGL,,,,,,
CBT.UN,,,,,,
CLNFF,17.135,0,22.589,3.4,,
CWEB,,,,,,
CASH,126.545,208.537,247.22,1.186,,61.522
KDP,75,13523,2665,25.5,,
GVIP,,,,,,
SQM,588.53,1502.449,442.736,5.741,,
IMTB,,,,,,
ENRFF,96.255,483.315,246.397,2.5,,
TEI,,,,,,
IMCI,0.006,1.003,0.329,0.059,,
RESD,,,,,,
MAR,,10845,2052,174,,
BDC,407.48,1495.136,234.343,7,,
QCRH,76.254,156.532,100.315,0.697,,60.517
VREX,29.9,364.4,70.7,2,,
VKI,,,,,,
BYD,249.977,4579.222,477.887,24.3,,
CKPT,26.077,0,-24.85,0.008,,
DECK,649.436,245.987,338.135,3.6,,
GECC,4.606,119.812,18.573,0,,
ALBO,131.843,52.9,-58.902,0.055,,
COST,8384,5519,4860,254,,
ENIA,1938.997,4889.422,3045.862,17.671,,
SDI,112.467,312.831,37.922,0.499,,
LXP,122.666,1280.32,103.133,0.057,,
ZARFF,2.991,0.094,-3.195,0.015,,
RVSB,14.102,33.077,25.497,0.252,,4.764
MVEN,8.852,59.443,-40.608,,,
CBLAQ,32.816,3308.499,-15.791,0.594,,
PTN,43.51,0,35.745,0.018,,
QMCI,0.815,0.181,0.599,0.079,,
REG,113.02,4092.103,381.62,0.45,,
FFIN,231.534,0,250.344,1.345,,30.102
PTEN,174.185,993.184,-431.5,5.8,,
IPOOF,0,54.236,2.568,0.028,,
PTOTF,50.638,0,-17.388,,,
INCY,1832.684,43.772,421.688,1.456,,
ROCK,191.363,19.669,113.253,1.932,,
ITRI,149.904,1001.401,168.079,7.9,,
BTEGF,5.572,1841.672,-31.123,0.231,,
EFAS,,,,,,
URBN,221.839,1137.495,245.836,24,,
CNTY,54.754,494.57,16.649,3.515,,
CARS,,642.899,22.871,1.5,,
UFPI,168.336,225.751,246.471,12,,
JPSE,,,,,,
VNLA,,,,,,
MACE,0.307,0.857,-1.569,,,
EHMEF,,911.699,166.193,2.027,,
LVHE,,,,,,
ICHR,60.612,178.385,16.752,1.715,,
TEO,427.259,1729.845,306.623,23.728,,
FWRD,64.749,173.774,129.89,5.48,,
BYSI,35.933,3.371,-40.307,0.061,,
MZA,,,,,,
BPFH,292.479,300.041,141.613,0.779,,80.371
FST.,,,,,,
SCHN,12.377,103.775,85.171,3.363,,
ATRX,0.05,0,-10.2,0.002,,
HIO,,,,,,
BNDC,,,,,,
VIAV,521.5,604.3,86.9,3.6,,
KALV,15.789,1.057,-40.533,0.056,,
PRTH,3.234,485.578,6.187,0.588,,
NYCB,741.87,10318.584,616.558,2.786,,847.76
BBAR,780.362,266.969,1143.53,6.321,,811.189
MBOT,28.771,0.76,-7.24,0.012,,
WVFC,1.849,100,4.786,0.039,,4.872
IDHD,,,,,,
XSHD,,,,,,
PRKR,0.057,3.831,-7.935,0.012,,
SUI,22.13,3372.186,296.648,3.146,,
ESGU,,,,,,
CASA,113.638,284.756,-0.565,0.997,,
BEST,286.469,695.808,-46.794,8.423,,
SHOO,264.101,133.172,193.993,4,,
SPG,669.373,21822.979,3273.68,4.5,,
EMN,204,5752,1309,14.5,,
RA,,,,,,
BLHY,,,,,,
RMT,,,,,,
NDRA,6.174,0.342,-10.844,0.015,,
HYLB,,,,,,
HXX.,,,,,,
URYL,0.064,0.017,-0.262,0.004,,
UFPT,3.743,2.416,24.708,1.154,,
LNG,2474,31021,2384,1.53,,
FBSI,3.402,2.502,6.655,,,3.28
THTX,28.661,50.741,-8.513,0.042,,
ATSAF,358.645,645.174,123.737,4.5,,
AFBI,3.965,0,4.361,0.081,,2.312
PCSB,58.756,46.088,17.024,0.182,,10.743
DIVO,,,,,,
NULG,,,,,,
KSBI,9.317,46.248,6.928,,,4.726
MED,76.974,10.433,91.039,0.55,,
NULV,,,,,,
NUMG,,,,,,
NUMV,,,,,,
NUSC,,,,,,
NEX,255.015,375.279,5.592,6.525,,
JHMD,,,,,,
TRVG,244.755,106.226,42.812,1.247,,
COWZ,,,,,,
NURE,,,,,,
BOWFF,35.166,2492.061,210.413,1.6,,
UGI1,0.984,970.819,225.564,,,
PIXY,1.561,0,-9.673,13.067,,
WBIY,,,,,,
YTRA,18.132,6.449,-12.652,2,,
FIV,,,,,,
NODK,62.132,0,33.811,0.186,,
ICCH,6.627,3.475,5.211,0.099,,
HAIN,39.526,613.537,114.834,5.441,,
STCN,32.548,376.214,-24.737,3.76,,
VVPR,7.129,19.359,-2.549,0.181,,
MAA,20.476,4279.912,453.989,2.513,,
OUSM,,,,,,
INSE,29.1,275.7,-3,1.7,,
METC,5.532,9.727,29.532,0.395,,
DWOG,0.05,0,-0.211,0.003,,
WTTR,79.268,72.23,37.573,3.9,,
INFR,,,,,,
JNCE,53.241,16.889,52.817,0.13,,
APEN,29.905,19.67,-29.122,0.217,,
WEBC,7.14,12.178,37.086,,,
SGMA,6.779,45.704,2.812,3.065,,
DAKT,40.398,6.155,-0.167,2.671,,
ATXMF,0.12,0,0.933,,,
OBSV,69.37,26.458,-107.095,0.053,,
LYL,0.016,0,-2.119,,,
DSPG,28.737,10.436,-4.404,0.34,,
IFN,,,,,,
MLM,21,2873.4,876.3,8.846,,
MINI,8.053,937.378,161.044,2.042,,
TSCO,84.241,2398.031,746.162,33.5,,
IIF,,,,,,
ALB,613.11,2977.607,762.65,6,,
TRUFF,1.963,0,-0.325,,,
BZH,106.741,1127.155,-89.896,1.205,,
TRWRF.,0.011,0,-0.346,,,
KRP,14.204,103.259,-151.575,0,,
PBEGF,8.018,18.25,-2.654,0.091,,
DFNL,,,,,,
CLTL,,,,,,
ARCAY,333.17,758.645,190.433,27.875,,
DUSA,,,,,,
DWLD,,,,,,
IVZ,,8679.7,1433.6,8.821,,
HVBC,1.345,27,4.044,0.092,,2.927
SRGMF,0.17,0.096,-9.776,,,
WRK,151.6,9502.3,1700.4,51.1,,
FBM,17.766,620.778,91.515,3.5,,
BCRX,114.172,44.695,-99.455,0.14,,
APTL,2.072,33.713,13.781,,,
HARC.,,,,,,
TV,1455.45,6815.489,971.376,42.948,,
FMNB,23.229,47.409,61.87,0.45,,19.608
MAC,100.005,5272.944,254.657,0.737,,
ZEUS,5.742,213.786,16.61,1.86,,
AVB,39.687,6909.247,835.308,3.122,,
MEE.,,,,,,
NNBR,31.703,836.457,10.743,5.787,,
CPRT,186.319,400.091,716.475,7.327,,
SCSC,23.818,351.831,108.784,2.7,,
RCS,,,,,,
LPTX,3.891,0.552,-33.451,0.026,,
CEFC,6.063,47.883,8.651,,,5.371
MPAA,49.616,85.792,30.373,4.012,,
DXC.,,,,,,
DXO.,,,,,,
BMBN,10.628,0,18.923,,,3.991
DXG.,,,,,,
LARK,13.694,21.651,20.277,0.289,,6.757
DXP.,,,,,,
BIIAF,0,0.411,-21.433,0.888,,
BHC,3243,24901,1334,21.7,,
DXU.,,,,,,
LMNR,0.616,105.892,-5.929,0.319,,
AKS,31,2180.9,246.4,9.3,,
PLD,1088.855,11841.758,1216.339,1.712,,
STN,223.5,1403,340.5,22,,
FLIO,,,,,,
JPT,,,,,,
FMBH,76.498,110.76,95,0.827,,24.047
INVH,92.258,4150.025,419.16,1.14,,
VVUSQ,32.649,59.323,-9.069,0.059,,
FRHHF,31.615,7.394,1.949,0.121,,
TIGO,1164,7091,455,22.375,,
SILC,16.469,2.693,10.213,0.26,,
EXP,118.648,1617.124,306.697,2.4,,
QGL.,,,,,,
QCD.,,,,,,
QEM.,,,,,,
QIE.,,,,,,
QMA.,,,,,,
QUS.,,,,,,
SMBC,35.4,60.017,43.496,0.47,,24.7
AEO,361.93,1301.735,247.744,46,,
QMY.,,,,,,
ADC,15.603,884.388,101.089,0.041,,
VET,29.028,2017.737,136.564,0.79,,
HLNE,50.124,84.708,116.429,0.4,,
SNAP,520.317,1194.954,-1003.328,3.195,,
DQWS,0.048,0.088,-0.35,0.007,,
IR,505.5,1644.8,351,6.6,,
HFY.,,,,,,
VCB.,,,,,,
VGV.,,,,,,
VLB.,,,,,,
VSG.,,,,,,
NKTR,96.363,214.75,-440.035,0.723,,
LYBC,15.9,10.24,22.142,,,8.571
PUMP,149.036,130.799,358.786,2.2,,
PFFR,,,,,,
FLEX,1922.686,3218.076,656.439,160,,
DVCR,2.71,366.273,-2.88,6.8,,
ZWC.,,,,,,
ZHP.,,,,,,
ZUP.,,,,,,
ZPH.,,,,,,
ADVZF,12.847,0,-4.559,,,
STKR,1.477,0.62,1.095,,,
RKIGF,5.448,3.229,2.91,,,
BSAC,5199.392,10067.239,1436.741,11.2,,1202.793
SYPR,5.095,15.72,-3.797,0.63,,
ABCB,246.234,443.531,384.532,2.722,,131.228
SACH,18.842,56.318,9.474,0.01,,
CUBA,,,,,,
TELL,64.615,82.423,-145.859,0.176,,
CEGMF,0.048,0,-1.271,,,
GNOM,,,,,,
PENN,437.4,11094.4,749,28.3,,
SSD,230.21,28.316,175.23,3.337,,
IFMK,0.752,59.054,-9.308,0.32,,
REKR,1.18,21.076,-7.204,0.472,,
LJPC,87.82,150.86,-104.901,0.091,,
LBRT,112.69,167.302,107.251,2.571,,
BOSS,,,,,,
EBLU,,,,,,
FIXD,,,,,,
ESS,70.087,5597.556,642.71,1.822,,
HYLV,,,,,,
HIW,9.505,2578.361,209.214,0.431,,
VRDN,24.846,4.328,-39.945,0.046,,
IMAX,109.484,36.906,78.128,0.673,,
GRMC,0.001,0,-1.585,,,
PSMB,,,,,,
PSMC,,,,,,
PSMG,,,,,,
PSMM,,,,,,
CIXX,118.36,1216.156,788.724,1.793,,
FR,21.12,1486.121,175.836,0.155,,
SUPGF,22.232,2.781,-13.926,,,
BGIO,,,,,,
HCC,193.383,364.717,383.392,1.417,,
FALC,1.475,3.531,0.449,0.071,,
BLES,,,,,,
ISMD,,,,,,
HMNF,44.399,4.045,16.113,0.19,,3.339
STLJF,0,687.281,241.921,2.187,,
AMRQQ,95.367,0.189,-464.747,0.151,,
CNUCF,0.219,0.106,-0.787,,,
GRNB,,,,,,
JILL,21.527,440,22.704,3.748,,
AKO.B,209.552,988.558,316.227,16.167,,
FDP,33.3,689.5,115.3,38,,
IPA,2.606,1.635,-4.095,,,
BBD,4723.981,28464.107,32182.648,97.329,,15288.213
IBML,,,,,,
GBX,329.684,793.801,171.998,17.1,,
PAVE,,,,,,
XPL,0.574,0.007,-2.792,0.003,,
MATW,35.302,898.194,100.446,11,,
AIV,142.902,4391.79,170.531,0.95,,
KB,2002.081,65228.437,17214.707,25.343,,4714.044
GEO,32.463,2817.778,300.413,22,,
EOCCY,17.937,1080.403,747.112,0.705,,
SOI,66.882,7.985,107.93,0.245,,
